link,Tipe,title,category,address,open_hours,popular_times,website,phone,review_count,review_rating,Scoring,reviews_per_rating,latitude,longitude,Scoring_scaled
https://www.google.com/maps/place/Mahanani+Photo/data=!4m7!3m6!1s0x2e7a1881240d688d:0x4edff5e6c6bb5247!8m2!3d-7.5982829!4d110.953941!16s%2Fg%2F1hm20qb07!19sChIJjWgNJIEYei4RR1K7xub1304?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Mahanani Photo,Photography studio,"Timur Buk Siwaluh, Jl. Lawu No.95, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–5.00 pm""],""Sunday"":[""8.00 am–5.00 pm""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}",{},,0812-2622-286,24,4.5,12.3,"{""1"":1,""2"":0,""3"":2,""4"":4,""5"":17}",-7.598283,110.953941,0.0067486009
https://www.google.com/maps/place/Hna+beauty+studio+karanganyar/data=!4m7!3m6!1s0x2e7a191853afed6d:0xb49619451a72490c!8m2!3d-7.5923742!4d110.9392987!16s%2Fg%2F11tc7k05d1!19sChIJbe2vUxgZei4RDElyGkUZlrQ?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Hna beauty studio karanganyar,Beautician,"Jl. Dr. Muwardi, Cangakan Barat, Cangakan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah","{""Friday"":[""8.00 am–9.00 pm""],""Monday"":[""8.00 am–9.00 pm""],""Saturday"":[""8.00 am–9.00 pm""],""Sunday"":[""8.00 am–9.00 pm""],""Thursday"":[""8.00 am–9.00 pm""],""Tuesday"":[""8.00 am–9.00 pm""],""Wednesday"":[""8.00 am–9.00 pm""]}","{""Friday"":{""10"":29,""11"":52,""12"":64,""13"":58,""14"":41,""15"":47,""16"":41,""17"":58,""18"":64,""19"":64,""20"":70,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":29,""9"":23},""Monday"":{""10"":70,""11"":70,""12"":52,""13"":47,""14"":47,""15"":58,""16"":64,""17"":76,""18"":64,""19"":58,""20"":35,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":58,""9"":64},""Saturday"":{""10"":82,""11"":58,""12"":58,""13"":41,""14"":47,""15"":41,""16"":41,""17"":41,""18"":70,""19"":70,""20"":82,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":88,""9"":94},""Sunday"":{""10"":47,""11"":52,""12"":58,""13"":52,""14"":47,""15"":52,""16"":58,""17"":58,""18"":47,""19"":47,""20"":35,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":100,""9"":58},""Thursday"":{""10"":29,""11"":29,""12"":41,""13"":41,""14"":52,""15"":52,""16"":58,""17"":64,""18"":70,""19"":52,""20"":41,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":82,""9"":52},""Tuesday"":{""10"":70,""11"":70,""12"":52,""13"":64,""14"":76,""15"":41,""16"":35,""17"":41,""18"":52,""19"":47,""20"":41,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":64,""9"":82},""Wednesday"":{""10"":58,""11"":82,""12"":70,""13"":70,""14"":41,""15"":47,""16"":58,""17"":88,""18"":88,""19"":82,""20"":76,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":41,""9"":58}}",,0877-3401-3766,57,4.7,25.62,"{""1"":3,""2"":1,""3"":0,""4"":2,""5"":51}",-7.592374,110.939299,0.01405684187
https://www.google.com/maps/place/studio+foto+rlianstudio/data=!4m7!3m6!1s0x2e7a110039c8f585:0x3008e07206f92ba7!8m2!3d-7.5119349!4d110.891775!16s%2Fg%2F11vymxxy_1!19sChIJhfXIOQARei4Rpyv5BnLgCDA?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",studio foto rlianstudio,Portrait studio,"RT.05/RW.6, simo mulyo, Kebak, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""9.30 am–5.00 pm""],""Sunday"":[""9.00 am–5.00 pm""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},,,24,4.9,12.54,"{""1"":0,""2"":0,""3"":0,""4"":2,""5"":22}",-7.511935,110.891775,0.006880280917
https://www.google.com/maps/place/Studio+Space+%28+Ruang+Studio+Ngargoyoso+%29/data=!4m7!3m6!1s0x2e7a21a66afd9bf7:0x27a190e339fc297a!8m2!3d-7.6081695!4d111.0883065!16s%2Fg%2F11vc5znwb_!19sChIJ95v9aqYhei4Rein8OeOQoSc?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Studio Space ( Ruang Studio Ngargoyoso ),Photography studio,"93RQ+P8W Studio Space ( Ruang Studio Ngargoyoso ), Jl. Tengklik Jl. Bulak Rejo, RT.01/RW.08, Karang Nongko, Nglegok, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57715","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–5.00 pm""],""Sunday"":[""8.00 am–5.00 pm""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}",{},https://www.instagram.com/studio_space23?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,0815-7567-1812,12,5,7.8,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":12}",-7.608169,111.088307,0.004279600571
https://www.google.com/maps/place/Studio+Photo+Karanganyar+-+Karangpandan/data=!4m7!3m6!1s0x2e7a2133f7c637db:0xfe951a9fe67b3d7!8m2!3d-7.6251855!4d111.053201!16s%2Fg%2F11h1301707!19sChIJ2zfG9zMhei4R17Nn_qlR6Q8?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Studio Photo Karanganyar - Karangpandan,Photography service,"93F3+W7G Studio Photo Karanganyar - Karangpandan, Ds. Truneng, RT.2/RW.5, Area Sawah, Doplang, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791","{""Friday"":[""7.00 am–6.00 pm""],""Monday"":[""7.00 am–6.00 pm""],""Saturday"":[""7.00 am–6.00 pm""],""Sunday"":[""7.00 am–6.00 pm""],""Thursday"":[""7.00 am–6.00 pm""],""Tuesday"":[""7.00 am–6.00 pm""],""Wednesday"":[""7.00 am–6.00 pm""]}","{""Friday"":{""10"":85,""11"":71,""12"":85,""13"":78,""14"":92,""15"":85,""16"":64,""17"":42,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":42,""8"":50,""9"":57},""Monday"":{""10"":71,""11"":50,""12"":42,""13"":42,""14"":57,""15"":50,""16"":71,""17"":64,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":71,""8"":64,""9"":64},""Saturday"":{""10"":71,""11"":57,""12"":57,""13"":50,""14"":50,""15"":85,""16"":92,""17"":92,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":57,""8"":71,""9"":64},""Sunday"":{""10"":64,""11"":57,""12"":57,""13"":64,""14"":50,""15"":35,""16"":28,""17"":35,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":100,""8"":85,""9"":85},""Thursday"":{""10"":57,""11"":64,""12"":85,""13"":71,""14"":71,""15"":42,""16"":35,""17"":28,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":42,""8"":28,""9"":35},""Tuesday"":{""10"":42,""11"":42,""12"":42,""13"":50,""14"":50,""15"":78,""16"":78,""17"":57,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":35,""8"":35,""9"":28},""Wednesday"":{""10"":35,""11"":42,""12"":57,""13"":78,""14"":71,""15"":42,""16"":35,""17"":28,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":71,""8"":57,""9"":50}}",,0857-2530-5666,3,4.7,4.02,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":2}",-7.625185,111.053201,0.002205640294
https://www.google.com/maps/place/Dani+Studio+Octopose+Media/data=!4m7!3m6!1s0x2e7a16d576d568a7:0x714a691d91513bb4!8m2!3d-7.5279392!4d110.8543776!16s%2Fg%2F11bzrq0ytb!19sChIJp2jVdtUWei4RtDtRkR1pSnE?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Dani Studio Octopose Media,Portrait studio,"FVC3+RQC Dani Studio Octopose Media, Mojorejo Blokombo, RT.07/RW.06, Bloronggo, Plesungan, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57181","{""Friday"":[""6.00 am–8.00 pm""],""Monday"":[""6.00 am–8.00 pm""],""Saturday"":[""6.00 am–8.00 pm""],""Sunday"":[""6.00 am–8.00 pm""],""Thursday"":[""6.00 am–8.00 pm""],""Tuesday"":[""6.00 am–8.00 pm""],""Wednesday"":[""6.00 am–8.00 pm""]}","{""Friday"":{""10"":46,""11"":47,""12"":36,""13"":39,""14"":35,""15"":41,""16"":51,""17"":60,""18"":63,""19"":61,""20"":0,""21"":0,""22"":0,""5"":0,""6"":35,""7"":36,""8"":39,""9"":44},""Monday"":{""10"":37,""11"":34,""12"":28,""13"":25,""14"":31,""15"":45,""16"":64,""17"":82,""18"":91,""19"":94,""20"":0,""21"":0,""22"":0,""5"":0,""6"":32,""7"":31,""8"":36,""9"":39},""Saturday"":{""10"":35,""11"":40,""12"":46,""13"":57,""14"":56,""15"":48,""16"":35,""17"":34,""18"":50,""19"":89,""20"":0,""21"":0,""22"":0,""5"":0,""6"":28,""7"":30,""8"":26,""9"":32},""Sunday"":{""10"":17,""11"":19,""12"":14,""13"":19,""14"":24,""15"":32,""16"":41,""17"":61,""18"":68,""19"":76,""20"":0,""21"":0,""22"":0,""5"":0,""6"":22,""7"":23,""8"":23,""9"":24},""Thursday"":{""10"":37,""11"":34,""12"":30,""13"":36,""14"":44,""15"":56,""16"":71,""17"":76,""18"":78,""19"":67,""20"":0,""21"":0,""22"":0,""5"":0,""6"":35,""7"":41,""8"":43,""9"":44},""Tuesday"":{""10"":37,""11"":34,""12"":26,""13"":25,""14"":25,""15"":26,""16"":43,""17"":53,""18"":68,""19"":62,""20"":0,""21"":0,""22"":0,""5"":0,""6"":35,""7"":36,""8"":40,""9"":44},""Wednesday"":{""10"":29,""11"":27,""12"":30,""13"":30,""14"":32,""15"":43,""16"":71,""17"":96,""18"":100,""19"":94,""20"":0,""21"":0,""22"":0,""5"":0,""6"":36,""7"":32,""8"":30,""9"":29}}",http://business.google.com/website/danistudio,0821-3763-4381,28,4.6,13.96,"{""1"":1,""2"":0,""3"":2,""4"":4,""5"":21}",-7.527939,110.854378,0.007659387688
https://www.google.com/maps/place/May+Lash+Studio+PERTAMA+DI+KARANGANYAR+SINCE+2016%E2%9C%A8/data=!4m7!3m6!1s0x2e7a1946db91822f:0x7e78d0ba8f3e9946!8m2!3d-7.6001617!4d110.969135!16s%2Fg%2F11jftb_zms!19sChIJL4KR20YZei4RRpk-j7rQeH4?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",May Lash Studio PERTAMA DI KARANGANYAR SINCE 2016✨,Beauty salon,"Kadipiro rt 03/10, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–5.00 pm""],""Sunday"":[""8.00 am–5.00 pm""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}",{},,0812-3811-9167,242,4.9,99.74,"{""1"":3,""2"":2,""3"":0,""4"":3,""5"":234}",-7.600162,110.969135,0.05472402063
https://www.google.com/maps/place/Pakabu+Photography/data=!4m7!3m6!1s0x2e7a19f7738490ad:0x3f745c3aa3758073!8m2!3d-7.5954375!4d110.9493125!16s%2Fg%2F11f61z68f6!19sChIJrZCEc_cZei4Rc4B1ozpcdD8?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Pakabu Photography,Photography service,"Cerbonan, Karanganyar, Karanganyar Regency, Central Java 57711","{""Friday"":[""1.00–4.00 pm""],""Monday"":[""10.00 am–4.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""10.00 am–4.00 pm""],""Tuesday"":[""10.00 am–4.00 pm""],""Wednesday"":[""10.00 am–4.00 pm""]}",{},,0812-2503-0158,35,5,17,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":35}",-7.595438,110.949312,0.009327334577
https://www.google.com/maps/place/Anggit+Studio/data=!4m7!3m6!1s0x2e7a237e53eca03b:0x677bfc1f90718149!8m2!3d-7.6461901!4d110.9725188!16s%2Fg%2F11rd3h8ttj!19sChIJO6DsU34jei4RSYFxkB_8e2c?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Anggit Studio,Photography studio,"Blorong, Ngunut, Kec. Jumantono, Kabupaten Karanganyar, Jawa Tengah 57782","{""Friday"":[""8.00 am–8.00 pm""],""Monday"":[""8.00 am–8.00 pm""],""Saturday"":[""8.00 am–8.00 pm""],""Sunday"":[""8.00 am–8.00 pm""],""Thursday"":[""8.00 am–8.00 pm""],""Tuesday"":[""8.00 am–8.00 pm""],""Wednesday"":[""8.00 am–8.00 pm""]}","{""Friday"":{""10"":57,""11"":71,""12"":90,""13"":80,""14"":61,""15"":47,""16"":57,""17"":80,""18"":100,""19"":85,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":52,""9"":42},""Monday"":{""10"":90,""11"":95,""12"":76,""13"":66,""14"":66,""15"":71,""16"":76,""17"":66,""18"":52,""19"":38,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":66,""9"":76},""Saturday"":{""10"":61,""11"":57,""12"":66,""13"":71,""14"":76,""15"":76,""16"":61,""17"":52,""18"":42,""19"":61,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":33,""9"":42},""Sunday"":{""10"":95,""11"":85,""12"":71,""13"":66,""14"":66,""15"":57,""16"":66,""17"":90,""18"":85,""19"":76,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":61,""9"":71},""Thursday"":{""10"":38,""11"":52,""12"":61,""13"":80,""14"":76,""15"":61,""16"":57,""17"":47,""18"":47,""19"":42,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":33,""9"":38},""Tuesday"":{""10"":85,""11"":90,""12"":76,""13"":61,""14"":52,""15"":57,""16"":61,""17"":71,""18"":66,""19"":61,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":61,""9"":71},""Wednesday"":{""10"":47,""11"":42,""12"":52,""13"":71,""14"":71,""15"":71,""16"":57,""17"":57,""18"":66,""19"":71,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":47,""9"":52}}",,0852-2950-2541,8,4.8,6.08,"{""1"":0,""2"":0,""3"":0,""4"":2,""5"":6}",-7.64619,110.972519,0.003335893778
https://www.google.com/maps/place/Main+Studio/data=!4m7!3m6!1s0x2e7a190aa9e8729f:0x20ab5570b0ae4f8f!8m2!3d-7.5287055!4d110.9313874!16s%2Fg%2F11sc0bjpzs!19sChIJn3LoqQoZei4Rj0-usHBVqyA?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Main Studio,Photography studio,"FWCJ+F8H Main Studio, Jl. Nglarangantasikmadu, Gembong, Malanggaten, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah 57762",{},{},,,7,4.4,5.44,"{""1"":1,""2"":0,""3"":0,""4"":0,""5"":6}",-7.528706,110.931387,0.002984747065
https://www.google.com/maps/place/sekawan+stories/data=!4m7!3m6!1s0x2e7a2316182b5c17:0xe5e340b123a99bc5!8m2!3d-7.6187925!4d110.9949472!16s%2Fg%2F11hmz6n2t3!19sChIJF1wrGBYjei4RxZupI7FA4-U?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",sekawan stories,Wedding photographer,"Kenongo, RT.1/RW.9, Popongan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},https://drive.google.com/file/d/180xBzz1Tq1kqfKdRJT5EqvkYcTylxbU6/view?usp=drivesdk,0851-5608-1975,33,5,16.2,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":33}",-7.618792,110.994947,0.008888401185
https://www.google.com/maps/place/PEPS+studio/data=!4m7!3m6!1s0x2e7a27c66ba6d82d:0x7c256d58b0b4064e!8m2!3d-7.7538482!4d111.0111131!16s%2Fg%2F11kqvbgzc3!19sChIJLdima8Ynei4RTga0sFhtJXw?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",PEPS studio,Portrait studio,"RT.25/RW.10, Kendal Lor, Jatipuro, Kec. Jatipuro, Kabupaten Karanganyar, Jawa Tengah 57784","{""Friday"":[""9.00 am–7.00 pm""],""Monday"":[""9.00 am–7.00 pm""],""Saturday"":[""9.00 am–7.00 pm""],""Sunday"":[""9.00 am–7.00 pm""],""Thursday"":[""9.00 am–7.00 pm""],""Tuesday"":[""9.00 am–7.00 pm""],""Wednesday"":[""9.00 am–7.00 pm""]}","{""Friday"":{""10"":54,""11"":77,""12"":68,""13"":63,""14"":50,""15"":63,""16"":59,""17"":90,""18"":90,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":54},""Monday"":{""10"":54,""11"":50,""12"":72,""13"":50,""14"":40,""15"":31,""16"":36,""17"":59,""18"":59,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":50},""Saturday"":{""10"":81,""11"":54,""12"":50,""13"":50,""14"":68,""15"":77,""16"":72,""17"":54,""18"":54,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":63},""Sunday"":{""10"":45,""11"":45,""12"":54,""13"":63,""14"":90,""15"":95,""16"":81,""17"":77,""18"":72,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":40},""Thursday"":{""10"":36,""11"":40,""12"":54,""13"":54,""14"":72,""15"":77,""16"":77,""17"":50,""18"":36,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":45},""Tuesday"":{""10"":86,""11"":77,""12"":68,""13"":59,""14"":50,""15"":50,""16"":50,""17"":59,""18"":68,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":100},""Wednesday"":{""10"":36,""11"":45,""12"":59,""13"":63,""14"":59,""15"":40,""16"":45,""17"":54,""18"":63,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":27}}",http://pepsstudio.wordpress.com/,0859-2205-9789,17,4.4,9.44,"{""1"":2,""2"":0,""3"":0,""4"":3,""5"":12}",-7.753848,111.011113,0.005179414024
https://www.google.com/maps/place/Toko+Agul+Fashion/data=!4m7!3m6!1s0x2e7a1881cbb1263f:0x488c9af83f729e39!8m2!3d-7.6013707!4d110.9538842!16s%2Fg%2F11cly7_zjw!19sChIJPyaxy4EYei4ROZ5yP_iajEg?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Toko Agul Fashion,Store,"Tegalgede, Karanganyar, Karanganyar Regency, Central Java 57711","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–8.00 pm""],""Sunday"":[""8.00 am–5.00 pm""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}",{},,0858-7650-2987,8,4.9,6.14,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":7}",-7.601371,110.953884,0.003368813783
https://www.google.com/maps/place/Studio+02+Argosedayu/data=!4m7!3m6!1s0x2e7a186691106947:0x54f427c2bd287b7e!8m2!3d-7.5868397!4d110.9427078!16s%2Fg%2F11cp6t8lz6!19sChIJR2kQkWYYei4RfnsovcIn9FQ?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",Studio 02 Argosedayu,Video production service,"CW7V+738 Studio 02 Argosedayu, Pokoh Baru, Pokoh, Ngijo, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57721","{""Friday"":[""7.00 am–6.00 pm""],""Monday"":[""7.00 am–6.00 pm""],""Saturday"":[""7.00 am–6.00 pm""],""Sunday"":[""7.00 am–6.00 pm""],""Thursday"":[""7.00 am–6.00 pm""],""Tuesday"":[""7.00 am–6.00 pm""],""Wednesday"":[""7.00 am–6.00 pm""]}",{},http://www.youtube.com/argosedayu,0822-2560-1849,15,4.6,8.76,"{""1"":1,""2"":0,""3"":0,""4"":2,""5"":12}",-7.58684,110.942708,0.004806320641
https://www.google.com/maps/place/ASP+Studio+Foto/data=!4m7!3m6!1s0x2e7a21618264638b:0x429aabf9ce9fc019!8m2!3d-7.6100226!4d111.0642011!16s%2Fg%2F11s3bw1k2w!19sChIJi2NkgmEhei4RGcCfzvmrmkI?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",ASP Studio Foto,Photography studio,"93R7+5HQ ASP Studio Foto, Jetis, Tohkuning, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791","{""Friday"":[""9.00 am–8.00 pm""],""Monday"":[""9.00 am–8.00 pm""],""Saturday"":[""9.00 am–8.00 pm""],""Sunday"":[""9.00 am–8.00 pm""],""Thursday"":[""9.00 am–8.00 pm""],""Tuesday"":[""9.00 am–8.00 pm""],""Wednesday"":[""9.00 am–8.00 pm""]}","{""Friday"":{""10"":36,""11"":57,""12"":57,""13"":73,""14"":68,""15"":84,""16"":89,""17"":68,""18"":78,""19"":63,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":31},""Monday"":{""10"":36,""11"":47,""12"":47,""13"":42,""14"":57,""15"":63,""16"":78,""17"":78,""18"":94,""19"":89,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":26},""Saturday"":{""10"":73,""11"":57,""12"":47,""13"":36,""14"":26,""15"":26,""16"":21,""17"":21,""18"":26,""19"":36,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":47},""Sunday"":{""10"":63,""11"":52,""12"":52,""13"":36,""14"":42,""15"":36,""16"":47,""17"":68,""18"":100,""19"":89,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":73},""Thursday"":{""10"":31,""11"":26,""12"":26,""13"":36,""14"":47,""15"":63,""16"":63,""17"":47,""18"":26,""19"":31,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":26},""Tuesday"":{""10"":42,""11"":47,""12"":47,""13"":31,""14"":26,""15"":31,""16"":47,""17"":73,""18"":89,""19"":100,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":31},""Wednesday"":{""10"":15,""11"":21,""12"":36,""13"":57,""14"":47,""15"":52,""16"":47,""17"":52,""18"":52,""19"":57,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":21}}",,0896-6125-5064,13,5,8.2,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":13}",-7.610023,111.064201,0.004499067267
https://www.google.com/maps/place/ONEPROPHOTO+PHOTOGRAPHY/data=!4m7!3m6!1s0x2e7a19fc4f3bd11d:0x5af574f6dc67cce0!8m2!3d-7.5780747!4d110.9397658!16s%2Fg%2F11q22fwknp!19sChIJHdE7T_wZei4R4Mxn3PZ09Vo?authuser=0&hl=en&rclk=1,"Studio Foto, Musik, Video",ONEPROPHOTO PHOTOGRAPHY,Photographer,"Jl. Pendem Kulon, Ngemplak, Suruh, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57722","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}","{""Friday"":{""0"":26,""1"":13,""10"":40,""11"":46,""12"":43,""13"":36,""14"":36,""15"":46,""16"":60,""17"":63,""18"":46,""19"":40,""2"":13,""20"":53,""21"":83,""22"":90,""23"":63,""3"":26,""4"":30,""5"":36,""6"":43,""7"":40,""8"":50,""9"":36},""Monday"":{""0"":30,""1"":26,""10"":13,""11"":16,""12"":26,""13"":43,""14"":46,""15"":36,""16"":33,""17"":40,""18"":50,""19"":60,""2"":40,""20"":56,""21"":60,""22"":50,""23"":40,""3"":33,""4"":30,""5"":23,""6"":20,""7"":16,""8"":16,""9"":16},""Saturday"":{""0"":40,""1"":36,""10"":20,""11"":33,""12"":36,""13"":60,""14"":46,""15"":60,""16"":46,""17"":53,""18"":56,""19"":50,""2"":26,""20"":63,""21"":60,""22"":66,""23"":60,""3"":23,""4"":23,""5"":30,""6"":33,""7"":33,""8"":26,""9"":23},""Sunday"":{""0"":70,""1"":56,""10"":46,""11"":63,""12"":56,""13"":50,""14"":36,""15"":33,""16"":30,""17"":36,""18"":30,""19"":40,""2"":46,""20"":46,""21"":66,""22"":80,""23"":93,""3"":33,""4"":26,""5"":26,""6"":26,""7"":26,""8"":26,""9"":43},""Thursday"":{""0"":93,""1"":83,""10"":43,""11"":50,""12"":60,""13"":53,""14"":60,""15"":56,""16"":63,""17"":60,""18"":70,""19"":70,""2"":70,""20"":86,""21"":70,""22"":83,""23"":86,""3"":40,""4"":30,""5"":33,""6"":30,""7"":33,""8"":40,""9"":36},""Tuesday"":{""0"":30,""1"":23,""10"":23,""11"":26,""12"":30,""13"":33,""14"":30,""15"":43,""16"":56,""17"":60,""18"":46,""19"":40,""2"":23,""20"":36,""21"":56,""22"":53,""23"":50,""3"":23,""4"":20,""5"":16,""6"":16,""7"":13,""8"":16,""9"":16},""Wednesday"":{""0"":70,""1"":50,""10"":60,""11"":50,""12"":46,""13"":40,""14"":40,""15"":33,""16"":33,""17"":36,""18"":46,""19"":56,""2"":53,""20"":63,""21"":80,""22"":100,""23"":86,""3"":50,""4"":33,""5"":20,""6"":13,""7"":13,""8"":30,""9"":43}}",http://www.oneprophoto.com/,0815-4868-2288,48,4.9,22.14,"{""1"":0,""2"":0,""3"":1,""4"":2,""5"":45}",-7.578075,110.939766,0.01214748162
