link,Tipe,title,category,address,open_hours,popular_times,website,phone,Column1,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude
https://www.google.com/maps/place/Neti+family/data=!4m7!3m6!1s0x2e7a23caa3e117af:0x4c3e757f33c76a96!8m2!3d-7.6114263!4d110.997907!16s%2Fg%2F11qzwlxvrb!19sChIJrxfho8ojei4RlmrHM391Pkw?authuser=0&hl=en&rclk=1,Desain Grafis,Neti family,Store,"9XQX+C5F Neti family, Sengon, Gayamdompo, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}","{""Friday"":{""0"":25,""1"":31,""10"":68,""11"":56,""12"":56,""13"":50,""14"":56,""15"":37,""16"":43,""17"":50,""18"":62,""19"":62,""2"":37,""20"":37,""21"":25,""22"":37,""23"":25,""3"":56,""4"":43,""5"":50,""6"":62,""7"":56,""8"":62,""9"":50},""Monday"":{""0"":43,""1"":43,""10"":50,""11"":75,""12"":93,""13"":100,""14"":56,""15"":37,""16"":12,""17"":6,""18"":6,""19"":12,""2"":31,""20"":12,""21"":12,""22"":25,""23"":43,""3"":25,""4"":31,""5"":37,""6"":37,""7"":43,""8"":31,""9"":31},""Saturday"":{""0"":37,""1"":25,""10"":50,""11"":50,""12"":56,""13"":31,""14"":43,""15"":62,""16"":93,""17"":93,""18"":87,""19"":56,""2"":31,""20"":37,""21"":37,""22"":37,""23"":31,""3"":25,""4"":31,""5"":25,""6"":18,""7"":18,""8"":25,""9"":31},""Sunday"":{""0"":37,""1"":50,""10"":81,""11"":100,""12"":75,""13"":62,""14"":50,""15"":31,""16"":37,""17"":37,""18"":37,""19"":37,""2"":43,""20"":43,""21"":50,""22"":43,""23"":43,""3"":43,""4"":37,""5"":43,""6"":43,""7"":56,""8"":62,""9"":68},""Thursday"":{""0"":50,""1"":56,""10"":93,""11"":62,""12"":56,""13"":31,""14"":31,""15"":43,""16"":62,""17"":50,""18"":62,""19"":56,""2"":50,""20"":68,""21"":81,""22"":75,""23"":56,""3"":43,""4"":31,""5"":37,""6"":31,""7"":31,""8"":56,""9"":56},""Tuesday"":{""0"":50,""1"":50,""10"":31,""11"":25,""12"":18,""13"":18,""14"":25,""15"":37,""16"":50,""17"":56,""18"":68,""19"":56,""2"":37,""20"":43,""21"":43,""22"":56,""23"":50,""3"":31,""4"":18,""5"":25,""6"":37,""7"":37,""8"":43,""9"":31},""Wednesday"":{""0"":18,""1"":18,""10"":62,""11"":62,""12"":62,""13"":43,""14"":43,""15"":37,""16"":43,""17"":37,""18"":31,""19"":43,""2"":25,""20"":37,""21"":50,""22"":37,""23"":25,""3"":25,""4"":18,""5"":25,""6"":50,""7"":56,""8"":56,""9"":50}}",,,,,2,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-7.611426,110.997907
https://www.google.com/maps/place/Zivisual+Creative/data=!4m7!3m6!1s0x2e7a19b94faa4063:0xe89a50d723de1e50!8m2!3d-7.5853672!4d110.9391083!16s%2Fg%2F11vbj9nkbm!19sChIJY0CqT7kZei4RUB7eI9dQmug?authuser=0&hl=en&rclk=1,Desain Grafis,Zivisual Creative,Graphic designer,"Kalongan Wetan, RT.9/RW.16, Karang Wetan, Papahan, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57722",{},{},https://zivisual.net/,0851-5718-2055,,"CW7Q+VJ Papahan, Karanganyar Regency, Central Java",1,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.585367,110.939108
https://www.google.com/maps/place/Andromeda+Advertising/data=!4m7!3m6!1s0x2e7a17571a505189:0xdb08bf0685ff72b6!8m2!3d-7.5359166!4d110.9093495!16s%2Fg%2F11c2pp137z!19sChIJiVFQGlcXei4RtnL_hQa_CNs?authuser=0&hl=en&rclk=1,Desain Grafis,Andromeda Advertising,Print shop,"Jl. Tasikmadu-Kebakkramat, Nangsri Lor, Nangsri, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah 57762","{""Friday"":[""8.00 am–4.30 pm""],""Monday"":[""7.30 am–4.30 pm""],""Saturday"":[""8.00 am–4.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""7.30 am–5.00 pm""],""Tuesday"":[""7.30 am–4.30 pm""],""Wednesday"":[""7.30 am–4.30 pm""]}",{},,0813-2939-1149,,"FW75+JP Nangsri, Karanganyar Regency, Central Java",5,4.800000,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":4}",-7.535917,110.909349
"https://www.google.com/maps/place/Niru+Cetak+-+Pusat+Digital+Printing,+Undangan+%26+Kado+Karanganyar/data=!4m7!3m6!1s0xaf9e5ac2415fbb4b:0xbc3914936b15184!8m2!3d-7.6285794!4d110.9952145!16s%2Fg%2F11vk154thd!19sChIJS7tfQcJanq8RhFGxNkmRwws?authuser=0&hl=en&rclk=1",Desain Grafis,"Niru Cetak - Pusat Digital Printing, Undangan & Kado Karanganyar",Print shop,"Punukan, RT.06/RW.15, Punukan Lor, Ngadiluwih, Kec. Matesih, Kabupaten Karanganyar, Jawa Tengah 57781","{""Friday"":[""5.00–7.00 pm""],""Monday"":[""5.00–8.00 pm""],""Saturday"":[""9.00 am–3.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""5.00–8.00 pm""],""Tuesday"":[""5.00–8.00 pm""],""Wednesday"":[""5.00–8.00 pm""]}",{},http://nirucetak.com/,0822-2034-3814,,"9XCW+H3 Ngadiluwih, Karanganyar Regency, Central Java",3,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":3}",-7.628579,110.995214
https://www.google.com/maps/place/Goodie+Print/data=!4m7!3m6!1s0x2e7a11603f86ba4b:0x462c32aa70ef3f62!8m2!3d-7.5080834!4d110.8623771!16s%2Fg%2F11msh4ddt4!19sChIJS7qGP2ARei4RYj_vcKoyLEY?authuser=0&hl=en&rclk=1,Desain Grafis,Goodie Print,Print shop,"Perumahan Marison Jl. Mayor Achmadi Blok AC10, Jurangkambil, Jeruksawit, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57188","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},,0851-5655-3590,,"FVR6+QX Jeruksawit, Karanganyar Regency, Central Java",10,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":10}",-7.508083,110.862377
https://www.google.com/maps/place/Desain+grafis/data=!4m7!3m6!1s0x2e7a1f63e40c1e6b:0x3fe5b4631e1d3adb!8m2!3d-7.5203647!4d111.0605074!16s%2Fg%2F11q8vgd1vp!19sChIJax4M5GMfei4R2zodHmO05T8?authuser=0&hl=en&rclk=1,Desain Grafis,Desain grafis,Kitchen remodeler,"F3H6+V62 Desain grafis, Jl. Kerjokra, Plandokan, Sumberejo, Kec. Kerjo, Kabupaten Karanganyar, Jawa Tengah 57753",{},{},,,,,0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.520365,111.060507
https://www.google.com/maps/place/Ranu+Design/data=!4m7!3m6!1s0x2e7a1735937b7339:0x76dc233c2e66ae8e!8m2!3d-7.5305219!4d110.842423!16s%2Fg%2F11f6dsxq3c!19sChIJOXN7kzUXei4Rjq5mLjwj3HY?authuser=0&hl=en&rclk=1,Desain Grafis,Ranu Design,Corporate office,"Belembem, Plesungan, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57181","{""Friday"":[""8.00 am–7.00 pm""],""Monday"":[""8.00 am–7.00 pm""],""Saturday"":[""8.00 am–7.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–7.00 pm""],""Tuesday"":[""8.00 am–7.00 pm""],""Wednesday"":[""8.00 am–7.00 pm""]}",{},http://www.facebook.com/ranudesign,0857-1317-0170,,"FR9R+QX Plesungan, Karanganyar Regency, Central Java",3,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":3}",-7.530522,110.842423
https://www.google.com/maps/place/Rochmangrafis/data=!4m7!3m6!1s0x2e7a17b2ab17f999:0xf4fa24a68d075ec1!8m2!3d-7.528168!4d110.8364962!16s%2Fg%2F11ybwbdk_7!19sChIJmfkXq7IXei4RwV4HjaYk-vQ?authuser=0&hl=en&rclk=1,Desain Grafis,Rochmangrafis,Graphic designer,"Jl. Watuburik No.RT01/14, Watuburik, Wonorejo, Gondangrejo, Karanganyar Regency, Central Java 57182","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},http://rochmand.my.id/,0823-2477-2600,,"FRCP+PH Wonorejo, Karanganyar Regency, Central Java",5,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":5}",-7.528168,110.836496
https://www.google.com/maps/place/SOE+DESAIN+GRAFIS/data=!4m7!3m6!1s0x2e7a3d11b9060f77:0x3dc710ece90806b9!8m2!3d-7.6235256!4d110.8851027!16s%2Fg%2F11tx5s0gy5!19sChIJdw8GuRE9ei4RuQYI6ewQxz0?authuser=0&hl=en&rclk=1,Desain Grafis,SOE DESAIN GRAFIS,Corporate office,"Gg. Buntu No.03/02, Bangunrejo, Wonorejo, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57555","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–12.00 pm""],""Sunday"":[""8.00 am–12.00 pm""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}",{},,,,"9VGP+H2 Wonorejo, Sukoharjo Regency, Central Java",1,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.623526,110.885103
https://www.google.com/maps/place/CUTTING+STICKER+STUDIO+KARANGANYAR/data=!4m7!3m6!1s0x2e7a197499d5611f:0x5e8e680e71e61015!8m2!3d-7.6116072!4d110.9726096!16s%2Fg%2F11q7_410np!19sChIJH2HVmXQZei4RFRDmcQ5ojl4?authuser=0&hl=en&rclk=1,Desain Grafis,CUTTING STICKER STUDIO KARANGANYAR,Corporate office,"Gerdu, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714","{""Friday"":[""1.00–6.00 pm""],""Monday"":[""9.00 am–6.00 pm""],""Saturday"":[""9.00 am–6.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–6.00 pm""],""Tuesday"":[""9.00 am–6.00 pm""],""Wednesday"":[""9.00 am–6.00 pm""]}",{},,0857-4722-6794,,"9XQF+92 Tegalgede, Karanganyar Regency, Central Java",25,4.300000,"{""1"":4,""2"":0,""3"":0,""4"":1,""5"":20}",-7.611607,110.972610
https://www.google.com/maps/place/VISION+DESAIN+GRAFIS+%26+REPTILE+EXOTIC+PETS/data=!4m7!3m6!1s0x2e7a1762d9957f63:0xdfd8a53c5e28ff34!8m2!3d-7.5379158!4d110.8642328!16s%2Fg%2F11w9pzthtq!19sChIJY3-V2WIXei4RNP8oXjyl2N8?authuser=0&hl=en&rclk=1,Desain Grafis,VISION DESAIN GRAFIS & REPTILE EXOTIC PETS,Graphic designer,"INGASREJO RT 04, RW.08, Plesungan, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57181",{},{},,0815-4865-7325,,"FV67+RM Plesungan, Karanganyar Regency, Central Java",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.537916,110.864233
https://www.google.com/maps/place/Zona+Printing+DTF/data=!4m7!3m6!1s0x2e7a23d8ef43b441:0x41ea72d52f7359e!8m2!3d-7.6199548!4d110.9945612!16s%2Fg%2F11tkb40zgr!19sChIJQbRD79gjei4RnjX3Ui2nHgQ?authuser=0&hl=en&rclk=1,Desain Grafis,Zona Printing DTF,Print shop,"banyak, RT.03/RW.01, Banyak, Jantiharjo, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""9.00 am–3.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},,0823-2404-0080,,"9XJV+2R Jantiharjo, Karanganyar Regency, Central Java",7,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":7}",-7.619955,110.994561
https://www.google.com/maps/place/Cetak+MMT+JAPRI+DIGITAL/data=!4m7!3m6!1s0x2e7a19511adef8fb:0xe66c106d2c08a2f5!8m2!3d-7.5909154!4d110.9267124!16s%2Fg%2F11sty2szzm!19sChIJ-_jeGlEZei4R9aIILG0QbOY?authuser=0&hl=en&rclk=1,Desain Grafis,Cetak MMT JAPRI DIGITAL,Commercial printer,"Jl. Basuki Rahmat, galarum, Papahan, Kabupaten Karanganyar, Jawa Tengah","{""Friday"":[""8.30 am–4.30 pm""],""Monday"":[""8.30 am–4.30 pm""],""Saturday"":[""8.30 am–4.30 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.30 am–4.30 pm""],""Tuesday"":[""8.30 am–4.30 pm""],""Wednesday"":[""8.30 am–4.30 pm""]}","{""Friday"":{""10"":94,""11"":92,""12"":76,""13"":82,""14"":84,""15"":100,""16"":94,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":53,""9"":82},""Monday"":{""10"":76,""11"":82,""12"":82,""13"":76,""14"":79,""15"":87,""16"":89,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":41,""9"":61},""Saturday"":{""10"":92,""11"":84,""12"":87,""13"":82,""14"":100,""15"":94,""16"":76,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":28,""9"":48},""Sunday"":{},""Thursday"":{""10"":82,""11"":64,""12"":56,""13"":64,""14"":71,""15"":82,""16"":79,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":58,""9"":82},""Tuesday"":{""10"":74,""11"":82,""12"":79,""13"":89,""14"":87,""15"":87,""16"":92,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":38,""9"":64},""Wednesday"":{""10"":74,""11"":100,""12"":100,""13"":92,""14"":92,""15"":97,""16"":84,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":35,""9"":58}}",https://shopee.co.id/sugeeanimestore,0856-4216-6216,,"CW5G+JM Papahan, Karanganyar Regency, Central Java",81,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":81}",-7.590915,110.926712
https://www.google.com/maps/place/Garasi+Digital+Printing/data=!4m7!3m6!1s0x2e7a1684177fd431:0x94da4583467e4a8d!8m2!3d-7.5361583!4d110.8000868!16s%2Fg%2F1pztnrtq3!19sChIJMdR_F4QWei4RjUp-RoNF2pQ?authuser=0&hl=en&rclk=1,Desain Grafis,Garasi Digital Printing,Print shop,"Jl. Adi Sumarmo No.278, Klodran Indah, Banyuanyar, Kec. Banjarsari, Kabupaten Karanganyar, Jawa Tengah 57137","{""Friday"":[""9.00 am–7.00 pm""],""Monday"":[""9.00 am–7.00 pm""],""Saturday"":[""9.00 am–6.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–7.00 pm""],""Tuesday"":[""9.00 am–7.00 pm""],""Wednesday"":[""9.00 am–7.00 pm""]}","{""Friday"":{""10"":51,""11"":55,""12"":34,""13"":34,""14"":41,""15"":55,""16"":75,""17"":62,""18"":41,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":62},""Monday"":{""10"":72,""11"":75,""12"":62,""13"":48,""14"":55,""15"":58,""16"":75,""17"":75,""18"":55,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":65},""Saturday"":{""10"":48,""11"":41,""12"":24,""13"":24,""14"":31,""15"":27,""16"":24,""17"":27,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":55},""Sunday"":{},""Thursday"":{""10"":55,""11"":65,""12"":58,""13"":48,""14"":44,""15"":55,""16"":55,""17"":72,""18"":48,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":48},""Tuesday"":{""10"":65,""11"":62,""12"":48,""13"":41,""14"":44,""15"":75,""16"":100,""17"":96,""18"":82,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":55},""Wednesday"":{""10"":51,""11"":44,""12"":31,""13"":27,""14"":27,""15"":37,""16"":44,""17"":55,""18"":48,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":51}}",https://bit.ly/3Sr7IFi,0882-0057-57300,,"FR72+G2 Banyuanyar, Surakarta City, Central Java",77,4.100000,"{""1"":15,""2"":1,""3"":0,""4"":5,""5"":56}",-7.536158,110.800087
https://www.google.com/maps/place/SOCMedia+Agency+%28Jasa+Digital+Marketing+-+Creative+Agency+Solo%29/data=!4m7!3m6!1s0x2e7a15a3c8b8860b:0x82b030275ccc4bc0!8m2!3d-7.5358852!4d110.7515518!16s%2Fg%2F11k6f1vl0t!19sChIJC4a4yKMVei4RwEvMXCcwsII?authuser=0&hl=en&rclk=1,Desain Grafis,SOCMedia Agency (Jasa Digital Marketing - Creative Agency Solo),Internet marketing service,"Ndalem Asri Residence, Jl. Nila, Tegalrejo, Paulan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57177","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""9.00 am–5.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},http://socmediaagency.com/,0813-3334-0020,,"FQ72+JJ Paulan, Karanganyar Regency, Central Java",34,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":33}",-7.535885,110.751552
"https://www.google.com/maps/place/Jasawebmu.ID+%7C+Jasa+Pembuatan+Website+%231+Murah,+Professional+dan+Terpercaya/data=!4m7!3m6!1s0x2e7a2342d50c4cbd:0x69a9eaf0ff1b1d9b!8m2!3d-1.7945999!4d117.8888!16s%2Fg%2F11gzpnfb5k!19sChIJvUwM1UIjei4Rmx0b__DqqWk?authuser=0&hl=en&rclk=1",Desain Grafis,"Jasawebmu.ID | Jasa Pembuatan Website #1 Murah, Professional dan Terpercaya",Website designer,,{},{},https://www.jasawebmu.id/,0857-1232-7064,,,65,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":65}",-1.794600,117.888800
https://www.google.com/maps/place/Irfa+Creative/data=!4m7!3m6!1s0x2e7a19ac9b70e64b:0x4fae657d982d7055!8m2!3d-7.5335809!4d110.9419255!16s%2Fg%2F11sd1pvfml!19sChIJS-Zwm6wZei4RVXAtmH1lrk8?authuser=0&hl=en&rclk=1,Desain Grafis,Irfa Creative,Print shop,"Mojotelu, RT.04/RW.09, Mrojotelu, Alastuwo, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah 57762",{},{},,0856-0077-9688,,"FW8R+HQ Alastuwo, Karanganyar Regency, Central Java",2,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-7.533581,110.941925
https://www.google.com/maps/place/ALABASTA+DIGITAL+PRINTING/data=!4m7!3m6!1s0x2e7a19e13e1bbbc7:0x4aec3d94088f9a82!8m2!3d-7.6006479!4d110.9498074!16s%2Fg%2F11yn2r2dgw!19sChIJx7sbPuEZei4RgpqPCJQ97Eo?authuser=0&hl=en&rclk=1,Desain Grafis,ALABASTA DIGITAL PRINTING,Digital printer,"sebrang techno komputer, pas pertigaan, Jl. Onta II, Dompon, Karanganyar, Karanganyar Regency, Central Java 57772","{""Friday"":[""8.00 am–9.00 pm""],""Monday"":[""8.00 am–9.00 pm""],""Saturday"":[""8.00 am–9.00 pm""],""Sunday"":[""12.00–5.00 pm""],""Thursday"":[""8.00 am–9.00 pm""],""Tuesday"":[""8.00 am–9.00 pm""],""Wednesday"":[""8.00 am–9.00 pm""]}","{""Friday"":{""10"":61,""11"":50,""12"":61,""13"":55,""14"":50,""15"":55,""16"":55,""17"":38,""18"":33,""19"":33,""20"":38,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":38,""9"":44},""Monday"":{""10"":33,""11"":22,""12"":22,""13"":27,""14"":38,""15"":50,""16"":50,""17"":72,""18"":66,""19"":77,""20"":55,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":55,""9"":38},""Saturday"":{""10"":33,""11"":44,""12"":38,""13"":38,""14"":33,""15"":27,""16"":38,""17"":33,""18"":50,""19"":55,""20"":55,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":27,""9"":33},""Sunday"":{""10"":0,""11"":0,""12"":22,""13"":27,""14"":38,""15"":38,""16"":38,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""10"":83,""11"":77,""12"":61,""13"":72,""14"":72,""15"":72,""16"":50,""17"":50,""18"":38,""19"":33,""20"":22,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":77,""9"":100},""Tuesday"":{""10"":44,""11"":27,""12"":33,""13"":27,""14"":27,""15"":22,""16"":27,""17"":22,""18"":33,""19"":50,""20"":50,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":38,""9"":44},""Wednesday"":{""10"":61,""11"":77,""12"":77,""13"":66,""14"":61,""15"":61,""16"":50,""17"":50,""18"":33,""19"":27,""20"":27,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":22,""9"":33}}",,0882-0030-00611,,"9WXX+PW Karanganyar, Karanganyar Regency, Central Java",7,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":7}",-7.600648,110.949807
https://www.google.com/maps/place/Percetakan+-+Digital+Printing+Sinar+Biru+Bhimasari+Karanganyar/data=!4m7!3m6!1s0x2e7a186dd0c4fe09:0x288579e9fbac456d!8m2!3d-7.591286!4d110.93235!16s%2Fg%2F11b6zpyrxy!19sChIJCf7E0G0Yei4RbUWs--l5hSg?authuser=0&hl=en&rclk=1,Desain Grafis,Percetakan - Digital Printing Sinar Biru Bhimasari Karanganyar,Print shop,"Jl. Lawu, Kodokan, Papahan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57722","{""Friday"":[""7.45 am–4.00 pm""],""Monday"":[""7.45 am–4.00 pm""],""Saturday"":[""7.45 am–2.30 pm""],""Sunday"":[""Closed""],""Thursday"":[""7.45 am–4.00 pm""],""Tuesday"":[""7.45 am–4.00 pm""],""Wednesday"":[""7.45 am–4.00 pm""]}",{},,0821-3732-1070,,"CW5J+FW Papahan, Karanganyar Regency, Central Java",10,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":10}",-7.591286,110.932350
https://www.google.com/maps/place/Pak+Harto+Gambar+Desain+Grafis+%28Gulit%29/data=!4m7!3m6!1s0x2e7a17c5aad5eedb:0x1e66c57c90a59392!8m2!3d-7.5806937!4d110.838495!16s%2Fg%2F11rck3trp4!19sChIJ2-7VqsUXei4RkpOlkHzFZh4?authuser=0&hl=en&rclk=1,Desain Grafis,Pak Harto Gambar Desain Grafis (Gulit),Drafting service,"CR9Q+P9H Pak Harto Gambar Desain Grafis (Gulit), Unnamed Road, Semanggi, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57191","{""Friday"":[""9.00 am–6.00 pm""],""Monday"":[""9.00 am–6.00 pm""],""Saturday"":[""9.00 am–6.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–6.00 pm""],""Tuesday"":[""9.00 am–6.00 pm""],""Wednesday"":[""9.00 am–6.00 pm""]}",{},,0819-1523-4445,,,1,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.580694,110.838495
https://www.google.com/maps/place/Vestinel+Studio/data=!4m7!3m6!1s0x2e7a19b7accdf86b:0x3de29ef9658edd0f!8m2!3d-7.5932949!4d110.9793773!16s%2Fg%2F11q3n6ryx2!19sChIJa_jNrLcZei4RD92OZfme4j0?authuser=0&hl=en&rclk=1,Desain Grafis,Vestinel Studio,Corporate office,"CX4H+MQJ Vestinel Studio, Wonorejo, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""8.00 am–4.00 pm""],""Monday"":[""8.00 am–4.00 pm""],""Saturday"":[""8.00 am–4.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–4.00 pm""],""Tuesday"":[""8.00 am–4.00 pm""],""Wednesday"":[""8.00 am–4.00 pm""]}",{},https://sites.google.com/view/vestinelstudio/,0857-2757-7170,,,21,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":21}",-7.593295,110.979377
https://www.google.com/maps/place/PT+Laku+Cipta+Karya/data=!4m7!3m6!1s0x2e7a17a9d3058193:0x496782d9df0a1657!8m2!3d-7.5601969!4d110.8718541!16s%2Fg%2F11ckxxh8jn!19sChIJk4EF06kXei4RVxYK39mCZ0k?authuser=0&hl=en&rclk=1,Desain Grafis,PT Laku Cipta Karya,Graphic designer,"Perumahan Winong Jl. Gajah, Perumahan Jl. Winong No.8, Banaran, Karanganyar Regency, Central Java 57731","{""Friday"":[""8.00 am–4.00 pm""],""Monday"":[""8.00 am–4.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–4.00 pm""],""Tuesday"":[""8.00 am–4.00 pm""],""Wednesday"":[""8.00 am–4.00 pm""]}",{},https://lakudesign.com/,0851-9005-8001,,"CVQC+WP Banaran, Ngringo, Karanganyar Regency, Central Java",10,4.900000,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":9}",-7.560197,110.871854
